"","year","site_id","soil_id","yield","upper_60_clay_ave","upper_60_sand_ave","upper_60_silt_ave","upper_60_soc_ave","planting_date","precip","sandclayratio"
"65",1994,3,3513,3.90614260987529,224.25,642.333333333333,133.416666666667,65.5833333333333,"8/21",497.68,2.86436269044965
"66",2001,4,4462,1.1994044697214,311.833333333333,370.583333333333,317.583333333333,64.0833333333333,"7/26",378.62,1.18840192410476
"67",2008,4,4051,4.20939282523531,279.333333333333,408.083333333333,312.333333333333,72.75,"8/11",445.79,1.46091885441527
"68",1997,3,3930,4.38881638123033,286.666666666667,496.083333333333,217,579.5,"8/11",617.28,1.73052325581395
"69",2007,4,4315,2.32716406536386,287.916666666667,459,253.416666666667,77.5,"8/16",341,1.59421128798842
"70",2010,3,3597,3.34880588311627,248,493.083333333333,259.083333333333,123.25,"8/21",423.99,1.98823924731183
"71",2008,4,4675,4.33247591712031,275.5,465.333333333333,259.416666666667,71.75,"8/16",413.35,1.68905021173624
"72",2013,6,2051,0.742232396338822,191,609.5,200,53.5,"8/21",232.96,3.19109947643979
"73",2018,3,3531,4.5295788090776,236.166666666667,543.416666666667,220.416666666667,95.5,"7/26",748.02,2.30098800282287
"74",2002,6,2423,1.1841129393355,104.25,848.166666666667,47.3333333333333,44.5833333333333,"8/16",275.04,8.13589128697042
"75",1984,4,4582,1.70442978801569,304.5,376.916666666667,318.583333333333,75.0833333333333,"7/21",344.41,1.23782156540777
"76",1985,0,5780,0.1412730987108,202.166666666667,650.916666666667,147.083333333333,32.6666666666667,"7/16",245.67,3.219703215169
"77",2000,0,5846,0.0077449993554816,240.666666666667,587.666666666667,171.5,66,"7/16",225.61,2.44182825484765
"78",1988,3,3567,4.48726427486608,293.583333333333,419.083333333333,287.333333333333,74.4166666666667,"7/21",744.11,1.42747658245813
"79",2017,4,4378,3.82510637964596,297.25,373.916666666667,328.833333333333,67.0833333333333,"7/26",514.11,1.25791982057752
"80",2004,6,2495,2.41310265162936,186.166666666667,664,149.833333333333,46.25,"7/16",352.84,3.56669650850492
"81",2013,4,4411,4.56960934276209,321.333333333333,392.583333333333,285.5,83.25,"8/6",625.03,1.22173236514523
"82",2019,6,2474,2.17008841038761,139.166666666667,757.333333333333,103.666666666667,58.8333333333333,"8/21",284.67,5.44191616766467
"83",2017,4,4936,3.25384168358201,177,680.666666666667,142.583333333333,36.0833333333333,"7/21",522.64,3.84557438794727
"84",2004,3,3276,4.67060072389621,223.25,495.666666666667,281.083333333333,118.083333333333,"8/1",548.63,2.22023142963792
"85",1988,3,3852,4.49475531325257,280,498.333333333333,221.666666666667,141.416666666667,"8/1",686.29,1.7797619047619
"86",1990,0,5192,0.138565342953107,181.583333333333,627.083333333333,191.333333333333,36.0833333333333,"7/21",220.53,3.45341899954107
"87",1995,6,2795,0.0137056481438505,106.583333333333,839.75,53.4166666666667,49.0833333333333,"8/1",167.08,7.87881157154027
"88",1990,6,2588,1.12537599379752,146.333333333333,742.833333333333,110.666666666667,55.3333333333333,"7/26",284.5,5.07630979498861
"89",1997,3,3171,4.64711131876134,299,459.166666666667,241.833333333333,93.1666666666667,"8/11",617.28,1.53567447045708
"90",2001,4,4837,0.66588003025587,311.666666666667,357.916666666667,330.583333333333,53,"7/16",407.69,1.14839572192513
"91",1986,3,3744,4.11655322675219,258.25,529.833333333333,211.666666666667,89,"7/21",683.36,2.05162955792191
"92",1997,3,3006,3.66310695494281,317.25,404.25,278.583333333333,77.0833333333333,"7/26",664.75,1.274231678487
"93",2005,6,2078,1.87849481886195,223.166666666667,606.416666666667,170.416666666667,53.0833333333333,"8/16",278.23,2.71732636295743
"94",2005,6,2759,1.97817300793344,117.916666666667,835.666666666667,46.4166666666667,58.5833333333333,"7/16",348.23,7.086925795053
"95",1989,0,5579,0.334551682236418,259.083333333333,523.833333333333,216.833333333333,97.1666666666667,"8/16",220.67,2.02187198456095
"96",2008,0,5906,0.290112351570295,340.666666666667,302.25,356.916666666667,76.3333333333333,"7/26",291.06,0.887230919765166
"97",2011,6,2855,1.65185187005874,118,763,119.166666666667,46.5833333333333,"8/16",260.74,6.46610169491525
"98",1997,4,4162,3.63718038593355,250.666666666667,540.666666666667,208.666666666667,63.6666666666667,"8/11",423.76,2.15691489361702
"99",2007,4,4027,4.20370677344153,280,450.833333333333,269.666666666667,79.0833333333333,"8/6",439.81,1.61011904761905
"100",2005,0,5669,0,165.416666666667,700,134.583333333333,34.8333333333333,"8/16",217.12,4.23173803526448
"101",2004,3,3657,4.16995804978208,290.666666666667,450.833333333333,258.083333333333,74.4166666666667,"8/16",462.31,1.55103211009174
"102",1993,3,3732,4.45309725170016,260.75,463.583333333333,275.416666666667,81,"8/11",476.48,1.77788430808565
"103",2000,3,3732,4.17605553884208,260.75,463.583333333333,275.416666666667,81,"8/21",477.74,1.77788430808565
"104",1983,3,3738,1.93602394778959,254.083333333333,511.5,234.416666666667,111.5,"8/16",296.65,2.01311905542801
"105",1981,6,2753,0.102216560410123,228.833333333333,622.416666666667,148.833333333333,49.3333333333333,"8/21",154.25,2.71995630007283
"106",2004,4,4735,2.92068635847222,288.416666666667,368.916666666667,343.166666666667,74,"8/21",324.79,1.27911008379081
"107",2001,0,5189,0,190.5,680.833333333333,128.666666666667,42,"8/6",206.52,3.57392825896763
"108",1994,6,2726,3.38089397029528,164.25,641.583333333333,193.916666666667,37.1666666666667,"8/6",358.31,3.90613901572806
"109",2013,0,5882,0.0189199690758698,179.25,660.916666666667,159.666666666667,30.4166666666667,"8/1",233.5,3.68712226871223
"110",1982,6,2819,3.44932288940286,193.166666666667,658.25,149.333333333333,60.5833333333333,"7/21",350.78,3.4076790336497
"111",1996,0,5423,0.0524275139175209,160.75,689.75,149.583333333333,34.25,"8/6",199.67,4.29082426127527
"112",2005,6,2600,2.19746724709693,154.833333333333,729.833333333333,115.5,48.5,"8/6",306.01,4.71367061356297
"113",1987,4,4525,3.43514153100908,280.75,371.75,347.5,51.0833333333333,"8/1",473.95,1.32413178984862
"114",1982,3,3609,4.68908984894764,318.333333333333,417.416666666667,264.166666666667,65,"8/6",441.85,1.31125654450262
"115",1988,4,4039,1.61221777224513,316.5,343,340,75.1666666666667,"8/21",272.8,1.08372827804107
"116",1987,3,3270,4.6196379320233,207.75,490.916666666667,301.166666666667,165.083333333333,"8/16",481.19,2.36301644604894
"117",1987,3,3003,4.18806310419527,285.5,471,243.5,97.5,"8/21",398.5,1.64973730297723
"118",2017,6,2159,0.21986813304446,108,810.5,81.75,48,"8/21",155.26,7.50462962962963
"119",2009,4,4804,2.54089545053443,322.25,410.75,266.5,64.6666666666667,"8/21",397.91,1.27463149728472
"120",2020,6,2267,3.1110926002986,125,800.083333333333,74.75,53.9166666666667,"8/11",377.65,6.40066666666667
"121",1987,0,5465,0,247.166666666667,561.833333333333,190.583333333333,55.75,"8/21",197.72,2.27309507754552
"122",1986,3,3258,3.61941150935753,262.416666666667,478.083333333333,259.5,77.5833333333333,"7/16",654.9,1.82184820577961
"123",1988,6,2900,2.38266733463272,135.75,716.25,147.5,40.5,"8/21",272.77,5.27624309392265
"124",2020,3,3609,4.64882007992064,318.333333333333,417.416666666667,264.166666666667,65,"8/21",611.73,1.31125654450262
"125",1999,0,5849,0.918985630330596,206,609.5,184.5,37.4166666666667,"8/1",254.72,2.95873786407767
"126",1984,6,2612,0.0439395509119767,205.25,636,158.583333333333,55,"8/16",218.3,3.09866017052375
"127",1995,3,3561,4.50582590594652,250.083333333333,528.333333333333,221.583333333333,97.6666666666667,"8/6",448.29,2.11262912362546
"128",1990,4,4024,2.99981975675301,328.666666666667,397.083333333333,274.083333333333,43.4166666666667,"7/26",382.53,1.20816430020284
"129",1999,6,2462,3.46604053547294,193,638.25,168.75,49.25,"8/11",422.73,3.30699481865285
"130",1991,4,4180,2.02805217877724,327.333333333333,389.833333333333,282.5,80.4166666666667,"7/16",398.36,1.19093686354379
"131",1987,4,4096,3.9014198654836,297.5,378.083333333333,324.333333333333,66.4166666666667,"8/6",443.25,1.27086834733894
"132",2019,0,5489,0,247.166666666667,569.416666666667,183.083333333333,51.1666666666667,"7/21",225.69,2.3037761294673
"133",2012,3,3906,3.36318088365446,280.166666666667,446.75,272.583333333333,634.25,"8/21",390.39,1.59458655562165
"134",2004,3,3765,4.90445235155898,318,413.75,267.75,76.5,"7/21",678.72,1.30110062893082
"135",2001,0,5942,0,359.333333333333,324.75,315.666666666667,72,"8/1",195.54,0.903756957328386
"136",1981,4,4375,1.60484613957405,249.916666666667,563.583333333333,186.583333333333,52.75,"8/6",322.84,2.25508502834278
"137",1981,3,3099,4.72623373380206,275,488.083333333333,236.916666666667,102.666666666667,"7/21",595.71,1.77484848484848
"138",1984,6,2921,0.0958014216683902,110,805.75,84.75,42.1666666666667,"8/21",201.94,7.325
"139",1990,6,2654,0.780204820684546,194.75,638.166666666667,167.25,53.75,"7/26",284.5,3.27685066324347
"140",1991,3,3162,4.19928012448211,277.5,474.166666666667,248.416666666667,88.5833333333333,"8/6",402.36,1.70870870870871
"141",1991,4,4360,3.57424489165841,251.166666666667,533.166666666667,215.666666666667,73.6666666666667,"8/6",394.81,2.1227604512276
"142",2020,4,4351,3.44958283256789,285,416.083333333333,298.916666666667,76.3333333333333,"7/16",538.89,1.45994152046784
"143",1994,0,5282,0.00778985608609854,259.083333333333,559.25,181.916666666667,68.1666666666667,"8/1",209.48,2.1585718880669
"144",2017,3,3912,4.63966086094884,257.833333333333,511.333333333333,230.583333333333,82.1666666666667,"8/11",601.72,1.98319327731092
"145",1991,0,5684,0,220,566.833333333333,213,76.0833333333333,"8/6",148.59,2.57651515151515
"146",1991,4,4195,2.71026569067611,261.75,483.083333333333,254.416666666667,55.3333333333333,"7/16",398.36,1.8455905762496
"147",1986,4,4351,3.62702999733013,285,416.083333333333,298.916666666667,76.3333333333333,"8/21",342.53,1.45994152046784
"148",2015,0,5573,0,112.166666666667,811.5,76.5,57.9166666666667,"7/21",241.54,7.23476968796434
"149",1993,4,4714,0.0158179407134043,276.416666666667,446.666666666667,276.916666666667,52.5,"8/6",260.37,1.61591799819114
"150",2019,0,5114,0.00144163869431576,164.5,657.666666666667,177.666666666667,43.1666666666667,"8/21",205.86,3.99797365754813
"151",1999,3,3030,4.67455467680761,181.083333333333,637.333333333333,182.25,143.083333333333,"8/21",550.75,3.51955821445007
"152",1983,6,2030,0.622769830032198,175.75,630,194,50.8333333333333,"7/21",201.64,3.58463726884779
"153",1992,3,3432,4.57349269835598,298.416666666667,532.416666666667,168.916666666667,70.1666666666667,"8/6",559.3,1.78413850879643
"154",2008,0,5165,0.614227353199251,113.25,796.083333333333,90.1666666666667,51.9166666666667,"8/11",235.12,7.02943340691685
"155",2019,3,3525,1.34063262953797,262.25,478.333333333333,259.916666666667,111.833333333333,"7/16",617.14,1.82395932634255
"156",1992,4,4417,2.43114935245196,250.833333333333,545.083333333333,204.5,44.9166666666667,"7/16",504.91,2.17308970099668
"157",1995,0,5129,0.355687716506734,267.916666666667,539.833333333333,192.416666666667,51.0833333333333,"8/6",217.65,2.0149300155521
"158",2013,4,4975,4.17066767973376,181.333333333333,648.166666666667,170.5,35.3333333333333,"7/21",713.71,3.57444852941176
"159",1982,6,2777,3.43714306222684,145.166666666667,698.416666666667,156.416666666667,63,"8/6",323.31,4.81113662456946
"160",2013,6,2075,0.50836053368826,224.416666666667,634.5,141.083333333333,45.25,"8/16",249.79,2.82733011511326
"161",1992,0,5237,0,221,589.75,189.25,55,"8/16",179.55,2.66855203619909
"162",2002,3,3348,3.67181689479021,242.25,485.916666666667,271.833333333333,137.583333333333,"8/1",494.97,2.00584795321637
"163",2011,6,2921,1.99420416327824,110,805.75,84.75,42.1666666666667,"7/26",313.59,7.325
"164",2019,4,4477,4.4590105952368,296.25,468.583333333333,235.416666666667,70.0833333333333,"8/16",487.71,1.5817158931083
"165",1996,4,4924,4.16101226286579,161.833333333333,647.166666666667,191.166666666667,38.5833333333333,"8/11",487,3.99897013388259
"166",1987,0,5285,0,241.5,594.583333333333,163.916666666667,51.0833333333333,"8/1",223.22,2.46204278812974
"167",1995,4,4627,4.24718293253689,283.083333333333,399.833333333333,317.083333333333,55.3333333333333,"7/21",515.98,1.41242272593465
"168",2014,0,5258,0,150.75,726.833333333333,122.416666666667,28.4166666666667,"7/16",206.01,4.82144831398563
"169",1982,3,3489,4.24945318722623,281.75,487.25,231.25,84.5,"8/16",363.25,1.72937000887311
"170",1990,3,3984,3.96882677408524,265.416666666667,562.583333333333,171.916666666667,77.25,"8/11",405.27,2.11962323390895
"171",2013,6,2057,0.0604138126587899,191.5,634.916666666667,173.583333333333,48.5,"7/16",280.85,3.31549173194082
"172",2015,4,4393,4.59100566785516,296.666666666667,407.166666666667,296.166666666667,89.6666666666667,"8/1",711.96,1.37247191011236
"173",2003,3,3744,3.99456895943594,258.25,529.833333333333,211.666666666667,89,"7/26",571.38,2.05162955792191
"174",2010,0,5651,1.66227695838543,137,769.666666666667,93.0833333333333,30.0833333333333,"7/16",394.8,5.61800486618005
"175",1992,3,3711,4.59777852940993,281.166666666667,457.666666666667,261.166666666667,148.833333333333,"7/21",663.18,1.62774155305276
"176",2018,3,3936,4.1603303133557,271.25,524,205.166666666667,62.3333333333333,"8/21",565.35,1.93179723502304
"177",1981,4,4330,0.992800050101043,281.5,431,287.5,61.5833333333333,"8/21",229.66,1.53108348134991
"178",1983,3,3525,2.94019098667788,262.25,478.333333333333,259.916666666667,111.833333333333,"7/21",367.85,1.82395932634255
"179",1995,3,3726,4.47792409356749,287,487.75,225.416666666667,115.25,"7/21",547.08,1.69947735191638
"180",1985,0,5381,0,217.916666666667,607.166666666667,175.25,41.25,"8/11",161.89,2.78623326959847
"181",1984,3,3912,4.63050534399136,257.833333333333,511.333333333333,230.583333333333,82.1666666666667,"7/26",524.27,1.98319327731092
"182",2003,0,5357,0.0619154465904143,153.916666666667,714.666666666667,131.416666666667,30.4166666666667,"7/16",257.62,4.64320519761776
"183",1998,3,3669,4.6327467421898,235.75,562.583333333333,201.75,59.6666666666667,"7/26",682.92,2.38635560268646
"184",2016,4,4810,3.75793039778908,283.75,386,330.166666666667,68.5,"7/21",564.46,1.36035242290749
"185",2008,4,4345,4.21767673387609,330.333333333333,393.75,275.5,76.4166666666667,"8/11",445.79,1.19197780020182
"186",2017,6,2501,2.19395938497253,94.75,844.666666666667,60.75,45.75,"7/16",293.37,8.91468777484609
"187",1995,4,4729,3.23465783472092,314.916666666667,409.166666666667,276.083333333333,88,"8/16",348.18,1.29928552527124
"188",1986,4,4153,4.03922912174893,233.833333333333,570.166666666667,196.25,53,"8/11",395.6,2.43834640057021
"189",2011,4,4231,3.74680262911986,276.833333333333,467.25,255.75,63,"8/21",369.2,1.68783865141481
"190",2011,4,4465,3.87755677231327,301.833333333333,461.083333333333,237.833333333333,81.3333333333333,"8/1",524.11,1.52760905577029
"191",1997,3,3048,3.97259102946494,273.166666666667,470.5,255.833333333333,670.833333333333,"8/6",606.31,1.72239170225747
"192",1994,3,3477,3.89983319415237,273.333333333333,449.833333333333,276.916666666667,183.083333333333,"8/21",497.68,1.64573170731707
"193",1984,0,5747,0,246.25,594.166666666667,159.916666666667,38.5833333333333,"7/21",106.8,2.41285956006768
"194",1984,0,5294,0,152.416666666667,647.5,200.166666666667,40.9166666666667,"8/11",127.33,4.24822307271733
"195",1986,3,3897,4.51321083855702,241.5,611.833333333333,146.666666666667,54.5833333333333,"8/6",658.86,2.53347135955832
"196",1986,0,5591,0,185.25,625.75,188.833333333333,45,"8/1",258.89,3.3778677462888
"197",2004,3,3873,4.43709321615036,249.416666666667,515.5,235.083333333333,95,"7/16",673.92,2.06682258603408
"198",2020,3,3150,4.67033677291205,284.916666666667,477.333333333333,237.583333333333,111.333333333333,"8/11",705.09,1.6753436677391
"199",1981,0,5288,0.0644614190383002,163.5,641.416666666667,195,46,"8/21",128.61,3.9230377166157
"200",2017,3,3861,4.37060129370648,244.916666666667,582.166666666667,172.916666666667,143,"8/16",507.93,2.37699897924464
"201",1999,0,5174,0.0852173389490944,189.833333333333,640,169.916666666667,36.0833333333333,"8/1",254.72,3.37137840210711
"202",2016,0,5591,2.66001552950829,185.25,625.75,188.833333333333,45,"7/16",320.91,3.3778677462888
"203",2015,0,5222,0.995057844633469,179,698,123.5,33.0833333333333,"8/6",252.52,3.89944134078212
"204",1996,4,4837,4.33056444062305,311.666666666667,357.916666666667,330.583333333333,53,"8/11",487,1.14839572192513
"205",1984,0,5339,0,181.166666666667,630.583333333333,188.333333333333,37.1666666666667,"7/16",100.59,3.48068077276909
"206",1987,3,3513,4.58522039256616,224.25,642.333333333333,133.416666666667,65.5833333333333,"8/16",481.19,2.86436269044965
"207",2017,0,5420,0,156.833333333333,659.083333333333,183.583333333333,45.8333333333333,"8/1",213.59,4.20244420828905
"208",1997,3,3138,4.6563330251364,239.833333333333,551.166666666667,209.5,51.5833333333333,"8/11",617.28,2.29812369701181
"209",1994,6,2726,2.21887015303288,164.25,641.583333333333,193.916666666667,37.1666666666667,"8/16",256.6,3.90613901572806
"210",1984,4,4447,2.13194511393245,227.833333333333,576.75,195.333333333333,56.5833333333333,"7/26",360.09,2.53145574250183
"211",1993,3,3690,4.46822895971773,224.583333333333,510.75,264.75,108.75,"8/11",476.48,2.27421150278293
"212",1996,4,4672,2.31807926995868,337.75,413.75,248.5,81.25,"8/21",370.78,1.22501850481125
"213",2001,6,2495,0.727395631723388,186.166666666667,664,149.833333333333,46.25,"8/11",267.34,3.56669650850492
"214",2011,4,4546,4.30471194250158,303.75,340.666666666667,355.75,56,"8/6",491.26,1.12153635116598
"215",1992,0,5549,0,143.833333333333,676.416666666667,179.666666666667,47.6666666666667,"8/16",179.55,4.70278099652375
"216",1991,4,4879,3.64520793164861,308,394.5,297.5,57.25,"7/26",405.37,1.28084415584416
"217",1999,6,2759,2.97650876260637,117.916666666667,835.666666666667,46.4166666666667,58.5833333333333,"8/1",419.23,7.086925795053
"218",1986,0,5768,0.0180822059682022,188.333333333333,632.416666666667,179.583333333333,41.8333333333333,"8/16",201.45,3.35796460176991
"219",2007,4,4210,2.18115116012753,314.25,445.833333333333,240,43.5833333333333,"8/21",317.18,1.41872182444975
"220",1998,4,4156,4.00816720204269,273.833333333333,369.416666666667,357.25,47.6666666666667,"8/1",562.8,1.34905660377359
"221",1982,3,3243,4.12106823371456,242.833333333333,526.333333333333,230.916666666667,99.1666666666667,"8/1",420.18,2.16746739876458
"222",2005,0,5372,0.420428849089307,96.3333333333333,803.416666666667,101.083333333333,40.4166666666667,"8/1",274.9,8.33996539792387
"223",2020,4,4456,3.23799408532788,309.25,455.333333333333,235.416666666667,72.6666666666667,"7/26",526.49,1.47237941255726
"224",1991,3,3798,3.8847229059153,213.75,511.75,274,92.3333333333333,"8/21",301.05,2.39415204678363
"225",1987,6,2270,2.00039616260855,150.833333333333,677.833333333333,171.083333333333,76.9166666666667,"8/6",332.56,4.4939226519337
"226",1987,3,3576,4.58424376545118,240.333333333333,586.416666666667,173.25,64.8333333333333,"8/6",590.6,2.44001386962552
"227",1989,0,5570,0.271672887183594,219.833333333333,599.5,180.666666666667,40.8333333333333,"7/16",317.82,2.72706595905989
"228",2014,0,5462,0.0289192652920047,243.416666666667,563.583333333333,193.166666666667,63.3333333333333,"7/21",217.27,2.31530297843204
"229",2012,3,3477,4.7982242675015,273.333333333333,449.833333333333,276.916666666667,183.083333333333,"8/1",543.82,1.64573170731707
"230",2017,0,5129,0,267.916666666667,539.833333333333,192.416666666667,51.0833333333333,"8/6",213.91,2.0149300155521
"231",1986,0,5675,0,151.666666666667,677.75,170.583333333333,45.5833333333333,"8/11",201.45,4.46868131868132
"232",1982,3,3246,4.34263526412509,272.083333333333,482.666666666667,245.5,102.416666666667,"8/21",355.78,1.7739663093415
"233",1996,4,4516,4.4995680292039,324.75,405.5,269.666666666667,60.1666666666667,"8/1",610.18,1.24865280985373
"234",1986,6,2414,3.75940825779073,181.166666666667,649,170,49.0833333333333,"8/1",407.51,3.58233670653174
"235",2001,4,4639,3.28722426804409,300.416666666667,370,329.416666666667,68.1666666666667,"8/11",376.17,1.23162274618585
